,year,km_driven,mileage,engine,max_power,torque,max_torque_rpm,fuel_CNG,fuel_Diesel,fuel_LPG,fuel_Petrol,owner_First Owner,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner,seats_2,seats_4,seats_5,seats_6,seats_7,seats_8,seats_9,seats_10,seats_14,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual,brand_Chevrolet,brand_Ford,brand_Honda,brand_Hyundai,brand_Mahindra,brand_Maruti,brand_Nissan,brand_Renault,brand_Skoda,brand_Tata,brand_Toyota,brand_Volkswagen,brand_Другое,power_per_liter,torque_per_liter,specific_power,year_squared,owner_third_or_more,premium_seller_first_owner,risk_combination,low_mileage_first_owner
0,0.13956959228964036,1.1911524926817818,0.995866995167892,-0.37364298250591443,-0.4388189022347933,0.19218562419730717,-0.8723045754317682,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09485326114685513,-0.5657376875256634,-0.005891869476344766,0.13871600546425084,0.0,0.0,0.0,1.0
1,0.13956959228964036,0.7666194309873375,0.42883018226567754,0.14116150652798024,0.49363173721647174,0.8251513997607787,-0.8723045754317682,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6595828417250289,1.9280147131617844,0.008905906118188076,0.13871600546425084,0.0,0.0,0.0,0.0
2,-0.8371666796952174,0.8831579185113025,0.8955064973090933,-0.06887872499784879,0.06657439828079757,0.505176228806667,-0.6155460700693197,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7903258663656502,-3.239912839063477,0.0013767128058824055,-0.8383387217286921,0.0,0.0,0.0,1.0
3,-1.569718883683861,0.7666194309873375,-0.8357120907551908,-0.2706820846991355,0.009717651972793694,-0.12429726358442858,1.6952804781927158,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4880165776386318,-0.18399463222943382,0.00045582548339253036,-1.5698550312094421,0.0,0.0,0.0,1.0
4,0.8721217962782838,-0.4820072210551454,0.1779289376186798,-0.47866309826882897,-0.1905444433565093,-0.6122083822479378,1.181763467467819,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34704411268538765,0.13745719558303907,-0.011061572232723062,0.872781786772915,0.0,0.0,0.0,1.0
5,-1.569718883683861,1.6822789758184917,-0.5346305971787938,-0.7587167403032676,-0.9600057433914964,-0.12429726358442858,1.6952804781927158,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06533574917358632,-0.299814493218191,-0.010754789090098282,-1.5698550312094421,0.0,0.0,0.0,1.0
6,-3.0348232916611475,-1.147941435477803,-0.8357120907551908,-1.304409498679196,-1.6075409096770972,-1.1897896524496057,-0.3587875647068714,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07602688747600805,-0.006395892271647195,0.33548906045955296,-3.0296097578207672,0.0,0.0,0.0,0.0
7,-0.592982611699003,0.26716877017034435,1.043538231650822,-0.1347736995941873,-0.6567697630821421,-0.01880296765718333,-0.7696011732867888,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1066261480042991,-0.3093469443273376,-0.01570260514515478,-0.5942571450610216,0.0,0.0,0.0,1.0
8,-0.10461447570657409,1.582388843655093,0.1428027633681,-0.06270107112944205,-0.6251826817999176,-0.12429726358442858,-0.8723045754317682,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7625609336810433,0.4132617146140353,-0.007182148822185008,-0.10572978146455017,0.0,0.0,0.0,1.0
9,0.13956959228964036,-0.09909504776211729,-0.10558946883242738,0.06497044215096383,0.6493560479378384,0.8040525405753296,-0.6155460700693197,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.770289703766479,4.4885933408353225,0.022521257967475783,0.13871600546425084,0.0,0.0,0.0,0.0
